date,product_id,warehouse_id,units_sold
2023-06-11,PHM0001,WH2,69
2023-06-18,PHM0001,WH2,69
2023-06-25,PHM0001,WH2,63
2023-07-02,PHM0001,WH2,54
2023-07-09,PHM0001,WH2,58
2023-07-16,PHM0001,WH2,49
2023-07-23,PHM0001,WH2,53
2023-07-30,PHM0001,WH2,43
2023-08-06,PHM0001,WH2,52
2023-08-13,PHM0001,WH2,38
2023-08-20,PHM0001,WH2,37
2023-08-27,PHM0001,WH2,41
2023-09-03,PHM0001,WH2,29
2023-09-10,PHM0001,WH2,35
2023-09-17,PHM0001,WH2,39
2023-09-24,PHM0001,WH2,24
2023-10-01,PHM0001,WH2,32
2023-10-08,PHM0001,WH2,33
2023-10-15,PHM0001,WH2,36
2023-10-22,PHM0001,WH2,27
2023-10-29,PHM0001,WH2,28
2023-11-05,PHM0001,WH2,39
2023-11-12,PHM0001,WH2,41
2023-11-19,PHM0001,WH2,43
2023-11-26,PHM0001,WH2,46
2023-12-03,PHM0001,WH2,44
2023-12-10,PHM0001,WH2,52
2023-12-17,PHM0001,WH2,56
2023-12-24,PHM0001,WH2,54
2023-12-31,PHM0001,WH2,71
2024-01-07,PHM0001,WH2,67
2024-01-14,PHM0001,WH2,63
2024-01-21,PHM0001,WH2,75
2024-01-28,PHM0001,WH2,71
2024-02-04,PHM0001,WH2,82
2024-02-11,PHM0001,WH2,87
2024-02-18,PHM0001,WH2,80
2024-02-25,PHM0001,WH2,91
2024-03-03,PHM0001,WH2,90
2024-03-10,PHM0001,WH2,94
2024-03-17,PHM0001,WH2,100
2024-03-24,PHM0001,WH2,90
2024-03-31,PHM0001,WH2,88
2024-04-07,PHM0001,WH2,87
2024-04-14,PHM0001,WH2,87
2024-04-21,PHM0001,WH2,89
2024-04-28,PHM0001,WH2,90
2024-05-05,PHM0001,WH2,88
2024-05-12,PHM0001,WH2,88
2024-05-19,PHM0001,WH2,81
2024-05-26,PHM0001,WH2,86
2024-06-02,PHM0001,WH2,74
2024-06-09,PHM0001,WH2,86
2024-06-16,PHM0001,WH2,72
2024-06-23,PHM0001,WH2,61
2024-06-30,PHM0001,WH2,56
2024-07-07,PHM0001,WH2,60
2024-07-14,PHM0001,WH2,53
2024-07-21,PHM0001,WH2,54
2024-07-28,PHM0001,WH2,50
2024-08-04,PHM0001,WH2,44
2024-08-11,PHM0001,WH2,37
2024-08-18,PHM0001,WH2,31
2024-08-25,PHM0001,WH2,35
2024-09-01,PHM0001,WH2,39
2024-09-08,PHM0001,WH2,35
2024-09-15,PHM0001,WH2,26
2024-09-22,PHM0001,WH2,33
2024-09-29,PHM0001,WH2,33
2024-10-06,PHM0001,WH2,27
2024-10-13,PHM0001,WH2,33
2024-10-20,PHM0001,WH2,34
2024-10-27,PHM0001,WH2,29
2024-11-03,PHM0001,WH2,39
2024-11-10,PHM0001,WH2,42
2024-11-17,PHM0001,WH2,47
2024-11-24,PHM0001,WH2,50
2024-12-01,PHM0001,WH2,41
2024-12-08,PHM0001,WH2,46
2024-12-15,PHM0001,WH2,57
2024-12-22,PHM0001,WH2,60
2023-01-01,PHM0001,WH3,64
2023-01-08,PHM0001,WH3,84
2023-01-15,PHM0001,WH3,72
2023-01-22,PHM0001,WH3,78
2023-01-29,PHM0001,WH3,80
2023-02-05,PHM0001,WH3,82
2023-02-12,PHM0001,WH3,80
2023-02-19,PHM0001,WH3,88
2023-02-26,PHM0001,WH3,82
2023-03-05,PHM0001,WH3,87
2023-03-12,PHM0001,WH3,87
2023-03-19,PHM0001,WH3,91
2023-03-26,PHM0001,WH3,103
2023-04-02,PHM0001,WH3,82
2023-04-09,PHM0001,WH3,95
2023-04-16,PHM0001,WH3,83
2023-04-23,PHM0001,WH3,87
2023-04-30,PHM0001,WH3,94
2023-05-07,PHM0001,WH3,87
2023-05-14,PHM0001,WH3,79
2023-05-21,PHM0001,WH3,78
2023-05-28,PHM0001,WH3,82
2023-06-04,PHM0001,WH3,72
2023-06-11,PHM0001,WH3,73
2023-06-18,PHM0001,WH3,69
2023-06-25,PHM0001,WH3,62
2023-07-02,PHM0001,WH3,72
2023-07-09,PHM0001,WH3,61
2023-07-16,PHM0001,WH3,44
2023-07-23,PHM0001,WH3,52
2023-07-30,PHM0001,WH3,44
2023-08-06,PHM0001,WH3,49
2023-08-13,PHM0001,WH3,38
2023-08-20,PHM0001,WH3,38
2023-08-27,PHM0001,WH3,39
2023-09-03,PHM0001,WH3,39
2023-09-10,PHM0001,WH3,27
2023-09-17,PHM0001,WH3,31
2023-09-24,PHM0001,WH3,29
2023-10-01,PHM0001,WH3,28
2023-10-08,PHM0001,WH3,41
2023-10-15,PHM0001,WH3,34
2023-10-22,PHM0001,WH3,27
2023-10-29,PHM0001,WH3,40
2023-11-05,PHM0001,WH3,47
2023-11-12,PHM0001,WH3,44
2023-11-19,PHM0001,WH3,34
2023-11-26,PHM0001,WH3,42
2023-12-03,PHM0001,WH3,54
2023-12-10,PHM0001,WH3,47
2023-12-17,PHM0001,WH3,57
2023-12-24,PHM0001,WH3,62
2023-12-31,PHM0001,WH3,57
2024-01-07,PHM0001,WH3,65
2024-01-14,PHM0001,WH3,52
2024-01-21,PHM0001,WH3,67
2024-01-28,PHM0001,WH3,74
2024-02-04,PHM0001,WH3,72
2024-02-11,PHM0001,WH3,90
2024-02-18,PHM0001,WH3,77
2024-02-25,PHM0001,WH3,84
2024-03-03,PHM0001,WH3,89
2024-03-10,PHM0001,WH3,97
2024-03-17,PHM0001,WH3,83
2024-03-24,PHM0001,WH3,97
2024-03-31,PHM0001,WH3,92
2024-04-07,PHM0001,WH3,86
2024-04-14,PHM0001,WH3,93
2024-04-21,PHM0001,WH3,91
2024-04-28,PHM0001,WH3,85
2024-05-05,PHM0001,WH3,87
2024-05-12,PHM0001,WH3,82
2024-05-19,PHM0001,WH3,82
2024-05-26,PHM0001,WH3,82
2024-06-02,PHM0001,WH3,83
2024-06-09,PHM0001,WH3,66
2024-06-16,PHM0001,WH3,79
2024-06-23,PHM0001,WH3,55
2024-06-30,PHM0001,WH3,61
2024-07-07,PHM0001,WH3,61
2024-07-14,PHM0001,WH3,56
2024-07-21,PHM0001,WH3,48
2024-07-28,PHM0001,WH3,47
2024-08-04,PHM0001,WH3,42
2024-08-11,PHM0001,WH3,39
2024-08-18,PHM0001,WH3,43
2024-08-25,PHM0001,WH3,39
2024-09-01,PHM0001,WH3,31
2024-09-08,PHM0001,WH3,38
2024-09-15,PHM0001,WH3,34
2024-09-22,PHM0001,WH3,36
2024-09-29,PHM0001,WH3,35
2024-10-06,PHM0001,WH3,28
2024-10-13,PHM0001,WH3,30
2024-10-20,PHM0001,WH3,37
2024-10-27,PHM0001,WH3,38
2024-11-03,PHM0001,WH3,37
2024-11-10,PHM0001,WH3,40
2024-11-17,PHM0001,WH3,48
2024-11-24,PHM0001,WH3,42
2024-12-01,PHM0001,WH3,50
2024-12-08,PHM0001,WH3,50
2024-12-15,PHM0001,WH3,53
2024-12-22,PHM0001,WH3,63
2023-01-01,PHM0001,WH4,66
2023-01-08,PHM0001,WH4,69
2023-01-15,PHM0001,WH4,75
2023-01-22,PHM0001,WH4,72
2023-01-29,PHM0001,WH4,79
2023-02-05,PHM0001,WH4,77
2023-02-12,PHM0001,WH4,83
2023-02-19,PHM0001,WH4,83
2023-02-26,PHM0001,WH4,87
2023-03-05,PHM0001,WH4,91
2023-03-12,PHM0001,WH4,85
2023-03-19,PHM0001,WH4,101
2023-03-26,PHM0001,WH4,86
2023-04-02,PHM0001,WH4,85
2023-04-09,PHM0001,WH4,97
2023-04-16,PHM0001,WH4,95
2023-04-23,PHM0001,WH4,93
2023-04-30,PHM0001,WH4,91
2023-05-07,PHM0001,WH4,86
2023-05-14,PHM0001,WH4,79
2023-05-21,PHM0001,WH4,82
2023-05-28,PHM0001,WH4,75
2023-06-04,PHM0001,WH4,80
2023-06-11,PHM0001,WH4,71
2023-06-18,PHM0001,WH4,65
2023-06-25,PHM0001,WH4,64
2023-07-02,PHM0001,WH4,64
2023-07-09,PHM0001,WH4,55
2023-07-16,PHM0001,WH4,50
2023-07-23,PHM0001,WH4,52
2023-07-30,PHM0001,WH4,49
2023-08-06,PHM0001,WH4,42
2023-08-13,PHM0001,WH4,39
2023-08-20,PHM0001,WH4,40
2023-08-27,PHM0001,WH4,30
2023-09-03,PHM0001,WH4,28
2023-09-10,PHM0001,WH4,30
2023-09-17,PHM0001,WH4,31
2023-09-24,PHM0001,WH4,33
2023-10-01,PHM0001,WH4,39
2023-10-08,PHM0001,WH4,36
2023-10-15,PHM0001,WH4,32
2023-10-22,PHM0001,WH4,33
2023-10-29,PHM0001,WH4,30
2023-11-05,PHM0001,WH4,37
2023-11-12,PHM0001,WH4,38
2023-11-19,PHM0001,WH4,43
2023-11-26,PHM0001,WH4,40
2023-12-03,PHM0001,WH4,50
2023-12-10,PHM0001,WH4,59
2023-12-17,PHM0001,WH4,54
2023-12-24,PHM0001,WH4,60
2023-12-31,PHM0001,WH4,65
2024-01-07,PHM0001,WH4,63
2024-01-14,PHM0001,WH4,70
2024-01-21,PHM0001,WH4,72
2024-01-28,PHM0001,WH4,76
2024-02-04,PHM0001,WH4,75
2024-02-11,PHM0001,WH4,82
2024-02-18,PHM0001,WH4,86
2024-02-25,PHM0001,WH4,93
2024-03-03,PHM0001,WH4,93
2024-03-10,PHM0001,WH4,100
2024-03-17,PHM0001,WH4,87
2024-03-24,PHM0001,WH4,96
2024-03-31,PHM0001,WH4,92
2024-04-07,PHM0001,WH4,102
2024-04-14,PHM0001,WH4,87
2024-04-21,PHM0001,WH4,85
2024-04-28,PHM0001,WH4,85
2024-05-05,PHM0001,WH4,76
2024-05-12,PHM0001,WH4,81
2024-05-19,PHM0001,WH4,78
2024-05-26,PHM0001,WH4,79
2024-06-02,PHM0001,WH4,77
2024-06-09,PHM0001,WH4,82
2024-06-16,PHM0001,WH4,73
2024-06-23,PHM0001,WH4,62
2024-06-30,PHM0001,WH4,57
2024-07-07,PHM0001,WH4,60
2024-07-14,PHM0001,WH4,48
2024-07-21,PHM0001,WH4,60
2024-07-28,PHM0001,WH4,53
2024-08-04,PHM0001,WH4,42
2024-08-11,PHM0001,WH4,33
2024-08-18,PHM0001,WH4,46
2024-08-25,PHM0001,WH4,36
2024-09-01,PHM0001,WH4,41
2024-09-08,PHM0001,WH4,25
2024-09-15,PHM0001,WH4,29
2024-09-22,PHM0001,WH4,32
2024-09-29,PHM0001,WH4,32
2024-10-06,PHM0001,WH4,29
2024-10-13,PHM0001,WH4,35
2024-10-20,PHM0001,WH4,28
2024-10-27,PHM0001,WH4,34
2024-11-03,PHM0001,WH4,37
2024-11-10,PHM0001,WH4,42
2024-11-17,PHM0001,WH4,45
2024-11-24,PHM0001,WH4,39
2024-12-01,PHM0001,WH4,40
2024-12-08,PHM0001,WH4,57
2024-12-15,PHM0001,WH4,56
2024-12-22,PHM0001,WH4,54
2023-01-01,PHM0002,WH1,179
2023-01-08,PHM0002,WH1,172
2023-01-15,PHM0002,WH1,177
2023-01-22,PHM0002,WH1,172
2023-01-29,PHM0002,WH1,182
2023-02-05,PHM0002,WH1,180
2023-02-12,PHM0002,WH1,170
2023-02-19,PHM0002,WH1,176
2023-02-26,PHM0002,WH1,175
2023-03-05,PHM0002,WH1,178
2023-03-12,PHM0002,WH1,167
2023-03-19,PHM0002,WH1,175
2023-03-26,PHM0002,WH1,177
2023-04-02,PHM0002,WH1,163
2023-04-09,PHM0002,WH1,166
2023-04-16,PHM0002,WH1,161
2023-04-23,PHM0002,WH1,170
2023-04-30,PHM0002,WH1,175
2023-05-07,PHM0002,WH1,179
2023-05-14,PHM0002,WH1,172
2023-05-21,PHM0002,WH1,180
2023-05-28,PHM0002,WH1,165
2023-06-04,PHM0002,WH1,163
2023-06-11,PHM0002,WH1,171
2023-06-18,PHM0002,WH1,173
2023-06-25,PHM0002,WH1,171
2023-07-02,PHM0002,WH1,161
2023-07-09,PHM0002,WH1,171
2023-07-16,PHM0002,WH1,165
2023-07-23,PHM0002,WH1,175
2023-07-30,PHM0002,WH1,173
2023-08-06,PHM0002,WH1,167
2023-08-13,PHM0002,WH1,169
2023-08-20,PHM0002,WH1,166
2023-08-27,PHM0002,WH1,171
2023-09-03,PHM0002,WH1,176
2023-09-10,PHM0002,WH1,167
2023-09-17,PHM0002,WH1,174
2023-09-24,PHM0002,WH1,169
2023-10-01,PHM0002,WH1,168
2023-10-08,PHM0002,WH1,171
2023-10-15,PHM0002,WH1,166
2023-10-22,PHM0002,WH1,169
2023-10-29,PHM0002,WH1,166
2023-11-05,PHM0002,WH1,181
2023-11-12,PHM0002,WH1,172
2023-11-19,PHM0002,WH1,168
2023-11-26,PHM0002,WH1,173
2023-12-03,PHM0002,WH1,171
2023-12-10,PHM0002,WH1,170
2023-12-17,PHM0002,WH1,175
2023-12-24,PHM0002,WH1,175
2023-12-31,PHM0002,WH1,169
2024-01-07,PHM0002,WH1,169
2024-01-14,PHM0002,WH1,170
2024-01-21,PHM0002,WH1,160
2024-01-28,PHM0002,WH1,164
2024-02-04,PHM0002,WH1,178
2024-02-11,PHM0002,WH1,180
2024-02-18,PHM0002,WH1,170
2024-02-25,PHM0002,WH1,174
2024-03-03,PHM0002,WH1,173
2024-03-10,PHM0002,WH1,187
2024-03-17,PHM0002,WH1,177
2024-03-24,PHM0002,WH1,171
2024-03-31,PHM0002,WH1,167
2024-04-07,PHM0002,WH1,163
2024-04-14,PHM0002,WH1,173
2024-04-21,PHM0002,WH1,168
2024-04-28,PHM0002,WH1,164
2024-05-05,PHM0002,WH1,168
2024-05-12,PHM0002,WH1,166
2024-05-19,PHM0002,WH1,180
2024-05-26,PHM0002,WH1,176
2024-06-02,PHM0002,WH1,171
2024-06-09,PHM0002,WH1,179
2024-06-16,PHM0002,WH1,172
2024-06-23,PHM0002,WH1,167
2024-06-30,PHM0002,WH1,179
2024-07-07,PHM0002,WH1,174
2024-07-14,PHM0002,WH1,166
2024-07-21,PHM0002,WH1,171
2024-07-28,PHM0002,WH1,167
2024-08-04,PHM0002,WH1,165
2024-08-11,PHM0002,WH1,176
2024-08-18,PHM0002,WH1,181
2024-08-25,PHM0002,WH1,165
2024-09-01,PHM0002,WH1,174
2024-09-08,PHM0002,WH1,168
2024-09-15,PHM0002,WH1,169
2024-09-22,PHM0002,WH1,169
2024-09-29,PHM0002,WH1,167
2024-10-06,PHM0002,WH1,172
2024-10-13,PHM0002,WH1,167
2024-10-20,PHM0002,WH1,173
2024-10-27,PHM0002,WH1,171
2024-11-03,PHM0002,WH1,170
2024-11-10,PHM0002,WH1,167
2024-11-17,PHM0002,WH1,169
2024-11-24,PHM0002,WH1,175
2024-12-01,PHM0002,WH1,174
2024-12-08,PHM0002,WH1,167
2024-12-15,PHM0002,WH1,172
2024-12-22,PHM0002,WH1,175
2023-01-01,PHM0002,WH2,163
2023-01-08,PHM0002,WH2,174
2023-01-15,PHM0002,WH2,168
2023-01-22,PHM0002,WH2,174
2023-01-29,PHM0002,WH2,168
2023-02-05,PHM0002,WH2,162
2023-02-12,PHM0002,WH2,163
2023-02-19,PHM0002,WH2,172
2023-02-26,PHM0002,WH2,173
2023-03-05,PHM0002,WH2,167
2023-03-12,PHM0002,WH2,175
2023-03-19,PHM0002,WH2,163
2023-03-26,PHM0002,WH2,171
2023-04-02,PHM0002,WH2,165
2023-04-09,PHM0002,WH2,168
2023-04-16,PHM0002,WH2,172
2023-04-23,PHM0002,WH2,167
2023-04-30,PHM0002,WH2,170
2023-05-07,PHM0002,WH2,177
2023-05-14,PHM0002,WH2,169
2023-05-21,PHM0002,WH2,176
2023-05-28,PHM0002,WH2,166
2023-06-04,PHM0002,WH2,174
2023-06-11,PHM0002,WH2,179
2023-06-18,PHM0002,WH2,159
2023-06-25,PHM0002,WH2,168
2023-07-02,PHM0002,WH2,174
2023-07-09,PHM0002,WH2,170
2023-07-16,PHM0002,WH2,173
2023-07-23,PHM0002,WH2,168
2023-07-30,PHM0002,WH2,172
2023-08-06,PHM0002,WH2,171
2023-08-13,PHM0002,WH2,177
2023-08-20,PHM0002,WH2,173
2023-08-27,PHM0002,WH2,173
2023-09-03,PHM0002,WH2,169
2023-09-10,PHM0002,WH2,169
2023-09-17,PHM0002,WH2,169
2023-09-24,PHM0002,WH2,173
2023-10-01,PHM0002,WH2,169
2023-10-08,PHM0002,WH2,173
2023-10-15,PHM0002,WH2,182
2023-10-22,PHM0002,WH2,176
2023-10-29,PHM0002,WH2,170
2023-11-05,PHM0002,WH2,178
2023-11-12,PHM0002,WH2,169
2023-11-19,PHM0002,WH2,161
2023-11-26,PHM0002,WH2,166
2023-12-03,PHM0002,WH2,162
2023-12-10,PHM0002,WH2,170
2023-12-17,PHM0002,WH2,172
2023-12-24,PHM0002,WH2,180
2023-12-31,PHM0002,WH2,173
2024-01-07,PHM0002,WH2,170
2024-01-14,PHM0002,WH2,176
2024-01-21,PHM0002,WH2,160
2024-01-28,PHM0002,WH2,173
2024-02-04,PHM0002,WH2,175
2024-02-11,PHM0002,WH2,164
2024-02-18,PHM0002,WH2,177
2024-02-25,PHM0002,WH2,173
2024-03-03,PHM0002,WH2,169
2024-03-10,PHM0002,WH2,175
2024-03-17,PHM0002,WH2,183
2024-03-24,PHM0002,WH2,172
2024-03-31,PHM0002,WH2,173
2024-04-07,PHM0002,WH2,169
2024-04-14,PHM0002,WH2,167
2024-04-21,PHM0002,WH2,176
2024-04-28,PHM0002,WH2,167
2024-05-05,PHM0002,WH2,172
2024-05-12,PHM0002,WH2,169
2024-05-19,PHM0002,WH2,174
2024-05-26,PHM0002,WH2,173
2024-06-02,PHM0002,WH2,177
2024-06-09,PHM0002,WH2,169
2024-06-16,PHM0002,WH2,170
2024-06-23,PHM0002,WH2,167
2024-06-30,PHM0002,WH2,169
2024-07-07,PHM0002,WH2,173
2024-07-14,PHM0002,WH2,175
2024-07-21,PHM0002,WH2,167
2024-07-28,PHM0002,WH2,176
2024-08-04,PHM0002,WH2,178
2024-08-11,PHM0002,WH2,174
2024-08-18,PHM0002,WH2,181
2024-08-25,PHM0002,WH2,168
2024-09-01,PHM0002,WH2,165
2024-09-08,PHM0002,WH2,163
2024-09-15,PHM0002,WH2,179
2024-09-22,PHM0002,WH2,175
2024-09-29,PHM0002,WH2,171
2024-10-06,PHM0002,WH2,173
2024-10-13,PHM0002,WH2,166
2024-10-20,PHM0002,WH2,184
2024-10-27,PHM0002,WH2,172
2024-11-03,PHM0002,WH2,172
2024-11-10,PHM0002,WH2,175
2024-11-17,PHM0002,WH2,174
2024-11-24,PHM0002,WH2,173
2024-12-01,PHM0002,WH2,168
2024-12-08,PHM0002,WH2,174
2024-12-15,PHM0002,WH2,181
2024-12-22,PHM0002,WH2,178
2023-01-01,PHM0002,WH3,179
2023-01-08,PHM0002,WH3,169
2023-01-15,PHM0002,WH3,167
2023-01-22,PHM0002,WH3,171
2023-01-29,PHM0002,WH3,172
2023-02-05,PHM0002,WH3,177
2023-02-12,PHM0002,WH3,163
2023-02-19,PHM0002,WH3,179
2023-02-26,PHM0002,WH3,171
2023-03-05,PHM0002,WH3,169
2023-03-12,PHM0002,WH3,166
2023-03-19,PHM0002,WH3,163
2023-03-26,PHM0002,WH3,176
2023-04-02,PHM0002,WH3,172
2023-04-09,PHM0002,WH3,165
2023-04-16,PHM0002,WH3,165
2023-04-23,PHM0002,WH3,170
2023-04-30,PHM0002,WH3,180
2023-05-07,PHM0002,WH3,170
2023-05-14,PHM0002,WH3,164
2023-05-21,PHM0002,WH3,170
2023-05-28,PHM0002,WH3,170
2023-06-04,PHM0002,WH3,158
2023-06-11,PHM0002,WH3,171
2023-06-18,PHM0002,WH3,170
2023-06-25,PHM0002,WH3,175
2023-07-02,PHM0002,WH3,181
2023-07-09,PHM0002,WH3,177
2023-07-16,PHM0002,WH3,170
2023-07-23,PHM0002,WH3,166
2023-07-30,PHM0002,WH3,184
2023-08-06,PHM0002,WH3,172
2023-08-13,PHM0002,WH3,172
2023-08-20,PHM0002,WH3,171
2023-08-27,PHM0002,WH3,172
2023-09-03,PHM0002,WH3,171
2023-09-10,PHM0002,WH3,169
2023-09-17,PHM0002,WH3,169
2023-09-24,PHM0002,WH3,171
2023-10-01,PHM0002,WH3,169
2023-10-08,PHM0002,WH3,168
2023-10-15,PHM0002,WH3,172
2023-10-22,PHM0002,WH3,170
2023-10-29,PHM0002,WH3,179
2023-11-05,PHM0002,WH3,158
2023-11-12,PHM0002,WH3,177
2023-11-19,PHM0002,WH3,178
2023-11-26,PHM0002,WH3,161
2023-12-03,PHM0002,WH3,170
2023-12-10,PHM0002,WH3,170
2023-12-17,PHM0002,WH3,164
2023-12-24,PHM0002,WH3,168
2023-12-31,PHM0002,WH3,166
2024-01-07,PHM0002,WH3,180
2024-01-14,PHM0002,WH3,176
2024-01-21,PHM0002,WH3,178
2024-01-28,PHM0002,WH3,175
2024-02-04,PHM0002,WH3,166
2024-02-11,PHM0002,WH3,169
2024-02-18,PHM0002,WH3,174
2024-02-25,PHM0002,WH3,165
2024-03-03,PHM0002,WH3,175
2024-03-10,PHM0002,WH3,170
2024-03-17,PHM0002,WH3,170
2024-03-24,PHM0002,WH3,175
2024-03-31,PHM0002,WH3,174
2024-04-07,PHM0002,WH3,170
2024-04-14,PHM0002,WH3,177
2024-04-21,PHM0002,WH3,166
2024-04-28,PHM0002,WH3,175
2024-05-05,PHM0002,WH3,174
2024-05-12,PHM0002,WH3,170
2024-05-19,PHM0002,WH3,173
2024-05-26,PHM0002,WH3,165
2024-06-02,PHM0002,WH3,176
2024-06-09,PHM0002,WH3,171
2024-06-16,PHM0002,WH3,169
2024-06-23,PHM0002,WH3,177
2024-06-30,PHM0002,WH3,168
2024-07-07,PHM0002,WH3,164
2024-07-14,PHM0002,WH3,164
2024-07-21,PHM0002,WH3,175
2024-07-28,PHM0002,WH3,165
2024-08-04,PHM0002,WH3,180
2024-08-11,PHM0002,WH3,161
2024-08-18,PHM0002,WH3,180
2024-08-25,PHM0002,WH3,173
2024-09-01,PHM0002,WH3,171
2024-09-08,PHM0002,WH3,169
2024-09-15,PHM0002,WH3,173
2024-09-22,PHM0002,WH3,171
2024-09-29,PHM0002,WH3,177
2024-10-06,PHM0002,WH3,172
2024-10-13,PHM0002,WH3,172
2024-10-20,PHM0002,WH3,170
2024-10-27,PHM0002,WH3,171
2024-11-03,PHM0002,WH3,173
2024-11-10,PHM0002,WH3,163
2024-11-17,PHM0002,WH3,165
2024-11-24,PHM0002,WH3,175
2024-12-01,PHM0002,WH3,172
2024-12-08,PHM0002,WH3,171
2024-12-15,PHM0002,WH3,172
2024-12-22,PHM0002,WH3,173
2023-01-01,PHM0002,WH4,169
2023-01-08,PHM0002,WH4,168
2023-01-15,PHM0002,WH4,172
2023-01-22,PHM0002,WH4,167
2023-01-29,PHM0002,WH4,174
2023-02-05,PHM0002,WH4,163
